Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-381033,"ATF6 (ATF6-alpha) activates chaperones",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,8,10,6.215426689042203E-4,9606,Homo sapiens,"ATF6B","","R-HSA-1791163;R-HSA-1791082;R-HSA-420818;R-HSA-1791150;R-HSA-381026;R-HSA-1791107;R-HSA-1791121;R-HSA-381135"
R-HSA-6788467,"IL-6-type cytokine receptor ligand interactions",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,10,14,8.701597364659083E-4,9606,Homo sapiens,"JAK1","","R-HSA-448660;R-HSA-6783524;R-HSA-6783556;R-HSA-5696482;R-HSA-6783681;R-HSA-6783552;R-HSA-6784189;R-HSA-6784204;R-HSA-6783530;R-HSA-449976"
R-HSA-9933947,"Formation of the non-canonical BAF (ncBAF) complex",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,1,2,1.2430853378084405E-4,9606,Homo sapiens,"SMARCA2","","R-HSA-9933236"
R-HSA-351200,"Interconversion of polyamines",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,2,7,4.350798682329542E-4,9606,Homo sapiens,"PAOX","","R-HSA-141351;R-HSA-141348"
R-HSA-5676594,"TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,3,12,7.458512026850643E-4,9606,Homo sapiens,"TNFSF14","","R-HSA-5668789;R-HSA-5676593;R-HSA-5676591"
R-HSA-75892,"Platelet Adhesion to exposed collagen",1,17,0.0010460894714171436,0.2586913312452178,0.3171244307853538,1,8,4.972341351233762E-4,9606,Homo sapiens,"ITGA1","","R-HSA-114563"
R-HSA-389356,"Co-stimulation by CD28",2,56,0.003445941788197649,0.2589119698274369,0.3171244307853538,3,19,0.0011809310709180185,9606,Homo sapiens,"PPP2R1A;TRIB3","","R-HSA-198640;R-HSA-388808;R-HSA-388811"
R-HSA-157858,"Gap junction trafficking and regulation",2,57,0.003507476462986893,0.2653972729355498,0.3171244307853538,4,24,0.0014917024053701287,9606,Homo sapiens,"GJB1","","R-HSA-190693;R-HSA-190698;R-HSA-190681;R-HSA-190687"
R-HSA-389661,"Glyoxylate metabolism and glycine degradation",2,57,0.003507476462986893,0.2653972729355498,0.3171244307853538,2,19,0.0011809310709180185,9606,Homo sapiens,"ALDH4A1;GRHPR","","R-HSA-6784402;R-HSA-389826"
R-HSA-425410,"Metal ion SLC transporters",2,57,0.003507476462986893,0.2653972729355498,0.3171244307853538,2,28,0.0017403194729318167,9606,Homo sapiens,"SLC8A3;SLC9A6","","R-HSA-425983;R-HSA-425661"
R-HSA-194315,"Signaling by Rho GTPases",15,708,0.04356654975078457,0.2677258882511089,0.3171244307853538,38,203,0.012617316178755672,9606,Homo sapiens,"SPEN;YWHAE;ARHGAP8;HSP90AB1;PLXND1;ROCK2;SRF;ITSN1;MYO9B;ARHGAP26;KALRN;BCR;ANLN;PPP2R1A;PTK2B","","R-HSA-5666129;R-HSA-9018766;R-HSA-419087;R-HSA-75016;R-HSA-8981637;R-HSA-419083;R-HSA-5666008;R-HSA-9018758;R-HSA-9013144;R-HSA-9014296;R-HSA-9018778;R-HSA-9013022;R-HSA-5666049;R-HSA-9013009;R-HSA-5665998;R-HSA-9017488;R-HSA-9696266;R-HSA-8980691;R-HSA-9014295;R-HSA-9013143;R-HSA-9013161;R-HSA-5666160;R-HSA-9018785;R-HSA-9014433;R-HSA-9680443;R-HSA-5666046;R-HSA-9013024;R-HSA-9013159;R-HSA-5666169;R-HSA-419049;R-HSA-9018745;R-HSA-9693282;R-HSA-9018747;R-HSA-9013437;R-HSA-419197;R-HSA-9013111;R-HSA-9013110;R-HSA-9018806"
R-HSA-9772573,"Late SARS-CoV-2 Infection Events",3,102,0.006276536828502861,0.2678904194733658,0.3171244307853538,3,69,0.00428864441543912,9606,Homo sapiens,"MGAT5;ANO6;ZDHHC11","","R-HSA-9694341;R-HSA-9696980;R-HSA-9770187"
R-HSA-8847993,"ERBB2 Activates PTK6 Signaling",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-8848005;R-HSA-8847995"
R-HSA-5607763,"CLEC7A (Dectin-1) induces NFAT activation",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,2,6,3.7292560134253216E-4,9606,Homo sapiens,"ITPR1","","R-HSA-169683;R-HSA-169680"
R-HSA-77350,"Beta oxidation of hexanoyl-CoA to butanoyl-CoA",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ECHS1","","R-HSA-77325"
R-HSA-77348,"Beta oxidation of octanoyl-CoA to hexanoyl-CoA",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ECHS1","","R-HSA-77333"
R-HSA-418457,"cGMP effects",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ITPR1","","R-HSA-418442"
R-HSA-77310,"Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ECHS1","","R-HSA-77256"
R-HSA-196843,"Vitamin B2 (riboflavin) metabolism",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"FLAD1","","R-HSA-196929"
R-HSA-9933937,"Formation of the canonical BAF (cBAF) complex",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"SMARCA2","","R-HSA-9933238"
R-HSA-9933939,"Formation of the polybromo-BAF (pBAF) complex",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"SMARCA2","","R-HSA-9933237"
R-HSA-9856872,"Malate-aspartate shuttle",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,7,4.350798682329542E-4,9606,Homo sapiens,"SLC25A11","","R-HSA-376851"
R-HSA-205043,"NRIF signals cell death from the nucleus",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,7,4.350798682329542E-4,9606,Homo sapiens,"NCSTN","","R-HSA-205112"
R-HSA-8963896,"HDL assembly",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,9,5.593884020137983E-4,9606,Homo sapiens,"A2M","","R-HSA-264758"
R-HSA-9793528,"Ciprofloxacin ADME",1,18,0.0011076241462063873,0.2716372503034564,0.3171244307853538,1,17,0.0010566225371371745,9606,Homo sapiens,"SLCO1A2","","R-HSA-9794270"
R-HSA-5658442,"Regulation of RAS by GAPs",2,58,0.003569011137776137,0.27188262403496755,0.3171244307853538,2,5,3.1077133445211015E-4,9606,Homo sapiens,"KRAS","","R-HSA-5658231;R-HSA-5658435"
R-HSA-77289,"Mitochondrial Fatty Acid Beta-Oxidation",3,105,0.0064611408528705925,0.28209941202310773,0.3171244307853538,7,47,0.002921250543849835,9606,Homo sapiens,"ECHS1;ACAA2;ACOT12","","R-HSA-77344;R-HSA-77314;R-HSA-77333;R-HSA-77256;R-HSA-77325;R-HSA-5690043;R-HSA-8874745"
R-HSA-3858494,"Beta-catenin independent WNT signaling",4,153,0.009414805242754292,0.2839617654115991,0.3171244307853538,8,51,0.0031698676114115232,9606,Homo sapiens,"GNB2;ITPR1;GNB3;KRAS","","R-HSA-169680;R-HSA-4332359;R-HSA-398193;R-HSA-4420052;R-HSA-3965444;R-HSA-3965447;R-HSA-3965441;R-HSA-398040"
R-HSA-170670,"Adenylate cyclase inhibitory pathway",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,5,5,3.1077133445211015E-4,9606,Homo sapiens,"GNAI2","","R-HSA-170674;R-HSA-170666;R-HSA-392206;R-HSA-170686;R-HSA-170671"
R-HSA-196299,"Beta-catenin phosphorylation cascade",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,4,4,2.486170675616881E-4,9606,Homo sapiens,"PPP2R1A","","R-HSA-195283;R-HSA-195318;R-HSA-195287;R-HSA-195300"
R-HSA-6785631,"ERBB2 Regulates Cell Motility",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-6785636;R-HSA-6785648"
R-HSA-1295596,"Spry regulation of FGF signaling",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,7,11,6.836969357946423E-4,9606,Homo sapiens,"PPP2R1A","","R-HSA-934559;R-HSA-1295632;R-HSA-1295622;R-HSA-1295609;R-HSA-1549564;R-HSA-1295599;R-HSA-1295613"
R-HSA-111447,"Activation of BAD and translocation to mitochondria ",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,2,5,3.1077133445211015E-4,9606,Homo sapiens,"YWHAE","","R-HSA-139906;R-HSA-139899"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,2,6,3.7292560134253216E-4,9606,Homo sapiens,"HSP90AB1","","R-HSA-419644;R-HSA-419645"
R-HSA-9755779,"SARS-CoV-2 targets host intracellular signalling and regulatory pathways",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"YWHAE","","R-HSA-9729500"
R-HSA-2142712,"Synthesis of 12-eicosatetraenoic acid derivatives",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"ALOXE3","","R-HSA-8942208"
R-HSA-196780,"Biotin transport and metabolism",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,2,13,8.080054695754863E-4,9606,Homo sapiens,"ACACA","","R-HSA-3065958;R-HSA-2993814"
R-HSA-9735871,"SARS-CoV-1 targets host intracellular signalling and regulatory pathways",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,1,7,4.350798682329542E-4,9606,Homo sapiens,"YWHAE","","R-HSA-9727919"
R-HSA-418885,"DCC mediated attractive signaling",1,19,0.001169158820995631,0.284357863712546,0.3171244307853538,1,12,7.458512026850643E-4,9606,Homo sapiens,"ABLIM3","","R-HSA-418865"
R-HSA-68949,"Orc1 removal from chromatin",2,60,0.0036920804873546245,0.2848456636971357,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"MCM8;ORC3L","","R-HSA-68944"
R-HSA-5339562,"Uptake and actions of bacterial toxins",2,60,0.0036920804873546245,0.2848456636971357,0.3171244307853538,2,66,0.004102181614767854,9606,Homo sapiens,"HSP90AB1;MAP2K7","","R-HSA-5211387;R-HSA-5336420"
R-HSA-1430728,"Metabolism",71,3781,0.23266260537813058,0.2868828860842829,0.3171244307853538,200,2380,0.14792715519920444,9606,Homo sapiens,"SLC23A2;ALAS2;MTMR10;HSP90AB1;ACAA2;GBA2;TXN2;SPR;PPP2R1A;FLAD1;HMGCS2;STARD3;ABCC2;TPI1;NUP210;NCOA6;GLRX5;GAA;CYP3A43;ACOT12;MAT1A;KMO;PHKA2;POR;UGT2B4;SUCLG2;PPARG;TRIB3;SLC25A11;CES3;PAOX;PON3;FH;ISYNA1;ECHS1;SAMD8;ABCB4;ITPR1;HSD17B4;CYP19A1;CYP3A5;ACACA;FUT3;GNAI2;SULT1E1;SLCO1B3;ST8SIA5;ALOXE3;PPARGC1B;CDK19;NDUFA4;ACADSB;ALDH4A1;SULT1B1;GRHPR;PFKL;ETNK2;GNB2;SLCO1A2;PEMT;GNB3;SDC1","","R-HSA-189442;R-HSA-77314;R-HSA-8942208;R-HSA-1655826;R-HSA-77325;R-HSA-9728664;R-HSA-77333;R-HSA-1368065;R-HSA-70679;R-HSA-376851;R-HSA-176664;R-HSA-196126;R-HSA-194079;R-HSA-176669;R-HSA-77344;R-HSA-71200;R-HSA-141351;R-HSA-141348;R-HSA-193060;R-HSA-1655848;R-HSA-1655850;R-HSA-1655845;R-HSA-2408551;R-HSA-3065958;R-HSA-9929439;R-HSA-75851;R-HSA-194130;R-HSA-9035484;R-HSA-8878815;R-HSA-8937169;R-HSA-71775;R-HSA-1989758;R-HSA-1989759;R-HSA-879724;R-HSA-5423664;R-HSA-1989756;R-HSA-1989757;R-HSA-1989754;R-HSA-1989755;R-HSA-1989752;R-HSA-1989753;R-HSA-1989750;R-HSA-390252;R-HSA-1989751;R-HSA-1989748;R-HSA-1989749;R-HSA-1989746;R-HSA-1989747;R-HSA-390251;R-HSA-8937191;R-HSA-1989745;R-HSA-193143;R-HSA-8874745;R-HSA-1861788;R-HSA-2024084;R-HSA-1989778;R-HSA-1989779;R-HSA-1989776;R-HSA-1989777;R-HSA-1989774;R-HSA-70800;R-HSA-1989775;R-HSA-1989772;R-HSA-1989773;R-HSA-1989770;R-HSA-1989771;R-HSA-1989768;R-HSA-9940993;R-HSA-1989767;R-HSA-1989764;R-HSA-1989765;R-HSA-1989762;R-HSA-9854984;R-HSA-9605644;R-HSA-1989760;R-HSA-1989761;R-HSA-9605682;R-HSA-1889981;R-HSA-400037;R-HSA-1855161;R-HSA-1889978;R-HSA-400046;R-HSA-381612;R-HSA-9792569;R-HSA-5693691;R-HSA-9856550;R-HSA-2024108;R-HSA-213175;R-HSA-9866272;R-HSA-9941039;R-HSA-400063;R-HSA-2024100;R-HSA-2993814;R-HSA-73918;R-HSA-1889955;R-HSA-2076383;R-HSA-9941078;R-HSA-389826;R-HSA-1855188;R-HSA-381644;R-HSA-1855190;R-HSA-2076371;R-HSA-76494;R-HSA-9792581;R-HSA-169683;R-HSA-169680;R-HSA-198870;R-HSA-1855178;R-HSA-70870;R-HSA-1855173;R-HSA-400092;R-HSA-164056;R-HSA-1855168;R-HSA-400097;R-HSA-1855220;R-HSA-1497853;R-HSA-5690043;R-HSA-2429643;R-HSA-1855212;R-HSA-2076392;R-HSA-1855201;R-HSA-1855203;R-HSA-9603986;R-HSA-9603984;R-HSA-2404131;R-HSA-400143;R-HSA-381706;R-HSA-825631;R-HSA-2426160;R-HSA-8936849;R-HSA-1497869;R-HSA-2076419;R-HSA-9865663;R-HSA-170796;R-HSA-174391;R-HSA-70454;R-HSA-9036727;R-HSA-1475414;R-HSA-196929;R-HSA-70467;R-HSA-2066780;R-HSA-2076508;R-HSA-2066778;R-HSA-70982;R-HSA-192331;R-HSA-70481;R-HSA-560473;R-HSA-174931;R-HSA-9854405;R-HSA-176474;R-HSA-389986;R-HSA-200555;R-HSA-1801587;R-HSA-8937442;R-HSA-163688;R-HSA-163689;R-HSA-156526;R-HSA-389995;R-HSA-8959462;R-HSA-9605609;R-HSA-9953259;R-HSA-1678694;R-HSA-176517;R-HSA-176521;R-HSA-163214;R-HSA-560517;R-HSA-8932633;R-HSA-5679041;R-HSA-163743;R-HSA-163750;R-HSA-1667005;R-HSA-71588;R-HSA-211882;R-HSA-193455;R-HSA-1483174;R-HSA-422320;R-HSA-1592238;R-HSA-1483222;R-HSA-9845587;R-HSA-77256;R-HSA-6810030;R-HSA-265166;R-HSA-176585;R-HSA-2423785;R-HSA-9707353;R-HSA-2022860;R-HSA-2022856;R-HSA-2076611;R-HSA-2022851;R-HSA-1362416;R-HSA-193508;R-HSA-1878002;R-HSA-211948;R-HSA-211959;R-HSA-9661799;R-HSA-6784402;R-HSA-176631;R-HSA-2022887;R-HSA-1362408;R-HSA-193535"
R-HSA-432722,"Golgi Associated Vesicle Biogenesis",2,61,0.003753615162143868,0.2913196177427526,0.3171244307853538,4,7,4.350798682329542E-4,9606,Homo sapiens,"TGOLN2;IGF2R","","R-HSA-421831;R-HSA-421836;R-HSA-421835;R-HSA-421833"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",15,724,0.044551104547412464,0.29586494996141854,0.3171244307853538,38,212,0.01317670458076947,9606,Homo sapiens,"SPEN;YWHAE;ARHGAP8;HSP90AB1;PLXND1;ROCK2;SRF;ITSN1;MYO9B;ARHGAP26;KALRN;BCR;ANLN;PPP2R1A;PTK2B","","R-HSA-5666129;R-HSA-9018766;R-HSA-419087;R-HSA-75016;R-HSA-8981637;R-HSA-419083;R-HSA-5666008;R-HSA-9018758;R-HSA-9013144;R-HSA-9014296;R-HSA-9018778;R-HSA-9013022;R-HSA-5666049;R-HSA-9013009;R-HSA-5665998;R-HSA-9017488;R-HSA-9696266;R-HSA-8980691;R-HSA-9014295;R-HSA-9013143;R-HSA-9013161;R-HSA-5666160;R-HSA-9018785;R-HSA-9014433;R-HSA-9680443;R-HSA-5666046;R-HSA-9013024;R-HSA-9013159;R-HSA-5666169;R-HSA-419049;R-HSA-9018745;R-HSA-9693282;R-HSA-9018747;R-HSA-9013437;R-HSA-419197;R-HSA-9013111;R-HSA-9013110;R-HSA-9018806"
R-HSA-9603798,"Class I peroxisomal membrane protein import",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,3,6,3.7292560134253216E-4,9606,Homo sapiens,"PEX14","","R-HSA-9603784;R-HSA-9603775;R-HSA-9603804"
R-HSA-77352,"Beta oxidation of butanoyl-CoA to acetyl-CoA",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ECHS1","","R-HSA-77314"
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"PPP2R1A","","R-HSA-163750"
R-HSA-9733458,"Induction of Cell-Cell Fusion",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"ANO6","","R-HSA-9770187"
R-HSA-9942503,"Differentiation of naive CD4+ T cells to T helper 1 cells (Th1 cells)",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,3,16,9.944682702467524E-4,9606,Homo sapiens,"STAT1","","R-HSA-9942499;R-HSA-9942511;R-HSA-9942683"
R-HSA-975577,"N-Glycan antennae elongation",1,20,0.0012306934957848747,0.2968570790833619,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"MGAT5","","R-HSA-975916"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",3,109,0.006707279552027568,0.3011419833168032,0.3171244307853538,16,70,0.004350798682329542,9606,Homo sapiens,"IRAK1;PPP2R1A;MAP2K7","","R-HSA-168162;R-HSA-975852;R-HSA-975853;R-HSA-937034;R-HSA-937032;R-HSA-450337;R-HSA-975878;R-HSA-975879;R-HSA-450346;R-HSA-975874;R-HSA-937050;R-HSA-199959;R-HSA-9758604;R-HSA-937044;R-HSA-168184;R-HSA-975857"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",3,109,0.006707279552027568,0.3011419833168032,0.3171244307853538,16,71,0.004412952949219964,9606,Homo sapiens,"IRAK1;PPP2R1A;MAP2K7","","R-HSA-168162;R-HSA-975852;R-HSA-975853;R-HSA-937034;R-HSA-937032;R-HSA-450337;R-HSA-975878;R-HSA-975879;R-HSA-450346;R-HSA-975874;R-HSA-937050;R-HSA-199959;R-HSA-9758604;R-HSA-937044;R-HSA-168184;R-HSA-975857"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",3,109,0.006707279552027568,0.3011419833168032,0.3171244307853538,16,71,0.004412952949219964,9606,Homo sapiens,"IRAK1;PPP2R1A;MAP2K7","","R-HSA-168162;R-HSA-975852;R-HSA-975853;R-HSA-937034;R-HSA-937032;R-HSA-450337;R-HSA-975878;R-HSA-975879;R-HSA-450346;R-HSA-975874;R-HSA-937050;R-HSA-199959;R-HSA-9758604;R-HSA-937044;R-HSA-168184;R-HSA-975857"
R-HSA-9013406,"RHOQ GTPase cycle",2,63,0.0038766845117223555,0.30424354592331126,0.3171244307853538,2,5,3.1077133445211015E-4,9606,Homo sapiens,"ITSN1;ARHGAP26","","R-HSA-9018745;R-HSA-9018747"
R-HSA-9753281,"Paracetamol ADME",2,63,0.0038766845117223555,0.30424354592331126,0.3171244307853538,2,12,7.458512026850643E-4,9606,Homo sapiens,"ABCC2;SULT1E1","","R-HSA-9753277;R-HSA-9753278"
R-HSA-9013148,"CDC42 GTPase cycle",4,159,0.009784013291489755,0.3074451761090218,0.3171244307853538,2,6,3.7292560134253216E-4,9606,Homo sapiens,"BCR;ITSN1;MYO9B;ARHGAP26","","R-HSA-9013161;R-HSA-9013159"
R-HSA-4420332,"Defective B3GALT6 causes EDSP2 and SEMDJL1",1,21,0.0012922281705741185,0.3091387364893353,0.3171244307853538,1,1,6.215426689042202E-5,9606,Homo sapiens,"SDC1","","R-HSA-4420365"
R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",1,21,0.0012922281705741185,0.3091387364893353,0.3171244307853538,1,1,6.215426689042202E-5,9606,Homo sapiens,"SDC1","","R-HSA-3560804"
R-HSA-975110,"TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling",1,21,0.0012922281705741185,0.3091387364893353,0.3171244307853538,3,5,3.1077133445211015E-4,9606,Homo sapiens,"IRAK1","","R-HSA-975118;R-HSA-975188;R-HSA-975106"
R-HSA-432047,"Passive transport by Aquaporins",1,21,0.0012922281705741185,0.3091387364893353,0.3171244307853538,4,8,4.972341351233762E-4,9606,Homo sapiens,"AQP7","","R-HSA-507871;R-HSA-507870;R-HSA-507869;R-HSA-507868"
R-HSA-77346,"Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA",1,21,0.0012922281705741185,0.3091387364893353,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"ECHS1","","R-HSA-77344"
R-HSA-5578775,"Ion homeostasis",2,64,0.003938219186511599,0.31069016882137,0.3171244307853538,4,17,0.0010566225371371745,9606,Homo sapiens,"SLC8A3;ITPR1","","R-HSA-169683;R-HSA-5226904;R-HSA-425661;R-HSA-139854"
R-HSA-193648,"NRAGE signals death through JNK",2,64,0.003938219186511599,0.31069016882137,0.3171244307853538,1,7,4.350798682329542E-4,9606,Homo sapiens,"ITSN1;KALRN","","R-HSA-205039"
R-HSA-3299685,"Detoxification of Reactive Oxygen Species",2,64,0.003938219186511599,0.31069016882137,0.3171244307853538,4,34,0.002113245074274349,9606,Homo sapiens,"NUDT2;TXN2","","R-HSA-3322995;R-HSA-5696197;R-HSA-3323050;R-HSA-3697894"
R-HSA-8856828,"Clathrin-mediated endocytosis",4,161,0.009907082641068241,0.3153202730005651,0.3171244307853538,21,35,0.002175399341164771,9606,Homo sapiens,"TGOLN2;ITSN1;EGFR;IGF2R","","R-HSA-8868071;R-HSA-8866279;R-HSA-8868230;R-HSA-8866277;R-HSA-8856813;R-HSA-8867756;R-HSA-8868236;R-HSA-8868651;R-HSA-8866283;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-8862280;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8869438;R-HSA-8871194;R-HSA-8871193"
R-HSA-70895,"Branched-chain amino acid catabolism",2,65,0.003999753861300843,0.3171244307853538,0.3171244307853538,2,27,0.0016781652060413948,9606,Homo sapiens,"ECHS1;ACADSB","","R-HSA-70800;R-HSA-70870"
R-HSA-3560801,"Defective B3GAT3 causes JDSSDHD",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,1,6.215426689042202E-5,9606,Homo sapiens,"SDC1","","R-HSA-3560802"
R-HSA-1963642,"PI3K events in ERBB2 signaling",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,3,7,4.350798682329542E-4,9606,Homo sapiens,"EGFR","","R-HSA-1306963;R-HSA-1306965;R-HSA-1306957"
R-HSA-176407,"Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,3,1.8646280067126608E-4,9606,Homo sapiens,"CDC14A","","R-HSA-174124"
R-HSA-9768759,"Regulation of NPAS4 gene expression",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,2,11,6.836969357946423E-4,9606,Homo sapiens,"SRF","","R-HSA-9768832;R-HSA-9768829"
R-HSA-3229121,"Glycogen storage diseases",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,10,6.215426689042203E-4,9606,Homo sapiens,"GAA","","R-HSA-9036729"
R-HSA-9769743,"Amplification and propagation of coagulation cascade",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,15,9.323140033563305E-4,9606,Homo sapiens,"ANO6","","R-HSA-9853809"
R-HSA-5210891,"Uptake and function of anthrax toxins",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,20,0.0012430853378084406,9606,Homo sapiens,"MAP2K7","","R-HSA-5211387"
R-HSA-2028269,"Signaling by Hippo",1,22,0.0013537628453633623,0.32120660962951064,0.32120660962951064,1,30,0.001864628006712661,9606,Homo sapiens,"YWHAE","","R-HSA-2028651"
R-HSA-2022090,"Assembly of collagen fibrils and other multimeric structures",2,67,0.004122823210879331,0.32994982070281376,0.32994982070281376,1,26,0.0016160109391509727,9606,Homo sapiens,"COL6A3","","R-HSA-2213207"
R-HSA-5619115,"Disorders of transmembrane transporters",6,267,0.01642975816872808,0.33093266320216075,0.33093266320216075,6,87,0.005407421219466716,9606,Homo sapiens,"ABCC2;SLC9A6;NUP210;ABCB4;SLCO1B3;SLC5A1","","R-HSA-5679031;R-HSA-5656356;R-HSA-5661474;R-HSA-5661198;R-HSA-5661039;R-HSA-5678749"
R-HSA-180292,"GAB1 signalosome",1,23,0.001415297520152606,0.33306440697197315,0.33306440697197315,9,11,6.836969357946423E-4,9606,Homo sapiens,"EGFR","","R-HSA-177923;R-HSA-177939;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177941;R-HSA-177930;R-HSA-177944;R-HSA-177935"
R-HSA-9613829,"Chaperone Mediated Autophagy",1,23,0.001415297520152606,0.33306440697197315,0.33306440697197315,12,19,0.0011809310709180185,9606,Homo sapiens,"HSP90AB1","","R-HSA-9626242;R-HSA-9626256;R-HSA-9626039;R-HSA-9626276;R-HSA-9625188;R-HSA-9626235;R-HSA-9624158;R-HSA-9622831;R-HSA-9626060;R-HSA-9625196;R-HSA-9626253;R-HSA-9625197"
R-HSA-428643,"Organic anion transport by SLC5/17/25 transporters",1,23,0.001415297520152606,0.33306440697197315,0.33306440697197315,1,8,4.972341351233762E-4,9606,Homo sapiens,"SLC25A11","","R-HSA-198440"
R-HSA-432142,"Platelet sensitization by LDL",1,23,0.001415297520152606,0.33306440697197315,0.33306440697197315,1,9,5.593884020137983E-4,9606,Homo sapiens,"PPP2R1A","","R-HSA-432143"
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",1,23,0.001415297520152606,0.33306440697197315,0.33306440697197315,1,12,7.458512026850643E-4,9606,Homo sapiens,"CHEK2","","R-HSA-6804266"
